team,conference,positionGroup,averageRating,totalRating,commits,averageStars,year
Tulane,American Athletic,Defensive Line,0.7893000245094299,0.7893,1,2.0000000000000000,2015
Tulane,American Athletic,Offensive Line,0.8033500015735626,1.6067,2,2.5000000000000000,2015
Tulane,American Athletic,Receiver,0.809066653251648,2.4271998,3,2.6666666666666667,2015
Tulane,American Athletic,Special Teams,0.7832799911499023,3.9164,5,2.2000000000000000,2015
Tulsa,American Athletic,Defensive Back,0.7735000054041544,2.3205001,3,2.0000000000000000,2015
Tulsa,American Athletic,Defensive Line,0.7855499982833862,1.5711,2,2.0000000000000000,2015
Tulsa,American Athletic,Linebacker,0.7912999987602234,1.5826,2,2.5000000000000000,2015
Tulsa,American Athletic,Offensive Line,0.7788333296775818,2.3365,3,2.0000000000000000,2015
Tulsa,American Athletic,Quarterback,0.7939000129699707,0.7939,1,2.0000000000000000,2015
Tulsa,American Athletic,Receiver,0.8144333163897196,2.4433,3,2.6666666666666667,2015
Tulsa,American Athletic,Running Back,0.7958999872207642,0.7959,1,2.0000000000000000,2015
UC Davis,Big Sky,Defensive Back,0.766700029373169,0.7667,1,2.0000000000000000,2015
UC Davis,Big Sky,Receiver,0.7700000107288361,1.54,2,2.0000000000000000,2015
UC Davis,Big Sky,Running Back,0.766700029373169,0.7667,1,2.0000000000000000,2015
UC Davis,Big Sky,Special Teams,0.833299994468689,0.8333,1,3.0000000000000000,2015
UCF,American Athletic,Defensive Back,0.8532999753952026,0.8533,1,3.0000000000000000,2015
UCF,American Athletic,Defensive Line,0.8224499821662903,1.6449,2,3.0000000000000000,2015
UCF,American Athletic,Linebacker,0.821274995803833,3.2851,4,2.7500000000000000,2015
UCF,American Athletic,Offensive Line,0.8100000023841858,0.81,1,3.0000000000000000,2015
UCF,American Athletic,Receiver,0.8639000058174133,1.7278,2,3.5000000000000000,2015
UCF,American Athletic,Running Back,0.8327999711036682,0.8328,1,3.0000000000000000,2015
UCLA,Pac-12,Defensive Back,0.9052333434422811,2.7157001,3,3.6666666666666667,2015
UCLA,Pac-12,Defensive Line,0.9395999908447266,1.8792,2,4.0000000000000000,2015
UCLA,Pac-12,Linebacker,0.9115999937057495,0.9116,1,4.0000000000000000,2015
UCLA,Pac-12,Offensive Line,0.9273250102996826,3.7093,4,4.0000000000000000,2015
UCLA,Pac-12,Quarterback,0.9932000041007996,0.9932,1,5.0000000000000000,2015
UCLA,Pac-12,Receiver,0.9358000159263611,1.8716,2,4.0000000000000000,2015
UCLA,Pac-12,Running Back,0.9858999848365784,0.9859,1,5.0000000000000000,2015
UCLA,Pac-12,Special Teams,0.9032999873161316,0.9033,1,4.0000000000000000,2015
UConn,American Athletic,Defensive Back,0.8049000104268392,2.4147,3,3.0000000000000000,2015
UConn,American Athletic,Defensive Line,0.8024428657123021,5.6171002,7,2.7142857142857143,2015
UConn,American Athletic,Linebacker,0.821399986743927,0.8214,1,3.0000000000000000,2015
UConn,American Athletic,Offensive Line,0.7762999733289083,2.3288999,3,2.0000000000000000,2015
UConn,American Athletic,Quarterback,0.8030999898910522,0.8031,1,3.0000000000000000,2015
UConn,American Athletic,Receiver,0.7847999831040701,4.7088,6,2.1666666666666667,2015
UConn,American Athletic,Special Teams,0.7909500002861023,1.5819,2,2.5000000000000000,2015
UL Monroe,Sun Belt,Defensive Back,0.776033341884613,2.3281,3,2.0000000000000000,2015
UL Monroe,Sun Belt,Defensive Line,0.7865599989891052,3.9327998,5,2.4000000000000000,2015
UL Monroe,Sun Belt,Linebacker,0.7759000062942505,0.7759,1,2.0000000000000000,2015
UL Monroe,Sun Belt,Offensive Line,0.7777000069618225,3.1108003,4,2.0000000000000000,2015
UL Monroe,Sun Belt,Quarterback,0.7860666712125143,2.3582,3,2.3333333333333333,2015
UL Monroe,Sun Belt,Receiver,0.7671750038862228,3.0687,4,2.0000000000000000,2015
UL Monroe,Sun Belt,Special Teams,0.8024999797344208,1.605,2,2.5000000000000000,2015
UNLV,Mountain West,Defensive Back,0.7761399984359741,3.8806999,5,2.2000000000000000,2015
UNLV,Mountain West,Defensive Line,0.7849999864896139,2.355,3,2.3333333333333333,2015
UNLV,Mountain West,Linebacker,0.7878000140190125,0.7878,1,2.0000000000000000,2015
UNLV,Mountain West,Offensive Line,0.8083500266075134,1.6167,2,2.5000000000000000,2015
UNLV,Mountain West,Quarterback,0.7993999719619751,0.7994,1,3.0000000000000000,2015
UNLV,Mountain West,Receiver,0.7771999835968018,1.5544,2,2.0000000000000000,2015
UNLV,Mountain West,Running Back,0.7759000062942505,1.5518,2,2.0000000000000000,2015
USC,Pac-12,Defensive Back,0.9724000096321106,3.8896,4,4.2500000000000000,2015
USC,Pac-12,Defensive Line,0.954533318678538,2.8636,3,4.3333333333333333,2015
USC,Pac-12,Linebacker,0.966825008392334,3.8673,4,4.2500000000000000,2015
USC,Pac-12,Offensive Line,0.9240666627883911,2.7722,3,4.0000000000000000,2015
USC,Pac-12,Quarterback,0.9480499923229218,1.8961,2,4.0000000000000000,2015
USC,Pac-12,Receiver,0.9154999852180481,0.9155,1,4.0000000000000000,2015
USC,Pac-12,Running Back,0.91539998849233,2.7462,3,3.3333333333333333,2015
Utah,Pac-12,Defensive Back,0.7913500070571899,1.5827,2,2.5000000000000000,2015
Utah,Pac-12,Offensive Line,0.8539000153541565,0.8539,1,3.0000000000000000,2015
Utah,Pac-12,Quarterback,0.8166999816894531,0.8167,1,3.0000000000000000,2015
Utah,Pac-12,Receiver,0.8392000198364258,0.8392,1,3.0000000000000000,2015
Utah,Pac-12,Running Back,0.8188999891281128,0.8189,1,3.0000000000000000,2015
Utah State,Mountain West,Defensive Line,0.8155999779701233,0.8156,1,3.0000000000000000,2015
Utah State,Mountain West,Linebacker,0.8165999948978424,1.6331999,2,3.0000000000000000,2015
Utah State,Mountain West,Offensive Line,0.8013333479563395,2.404,3,2.6666666666666667,2015
Utah State,Mountain West,Quarterback,0.8066999912261963,0.8067,1,3.0000000000000000,2015
Utah State,Mountain West,Receiver,0.7732333342234293,2.3197,3,2.3333333333333333,2015
Utah State,Mountain West,Special Teams,0.8173999786376953,0.8174,1,3.0000000000000000,2015
UTEP,Conference USA,Defensive Back,0.7715666691462199,2.3147,3,2.3333333333333333,2015
UTEP,Conference USA,Defensive Line,0.7499666810035706,2.2499,3,2.0000000000000000,2015
UTEP,Conference USA,Linebacker,0.75163334608078,2.2549,3,2.0000000000000000,2015
UTEP,Conference USA,Offensive Line,0.7553000092506409,3.7765002,5,2.0000000000000000,2015
UTEP,Conference USA,Quarterback,0.7825999855995178,0.7826,1,2.0000000000000000,2015
UTEP,Conference USA,Receiver,0.7583000063896179,0.7583,1,2.0000000000000000,2015
UTEP,Conference USA,Running Back,0.7433000206947327,0.7433,1,2.0000000000000000,2015
UTEP,Conference USA,Special Teams,0.7533000111579895,0.7533,1,2.0000000000000000,2015
UT Martin,OVC,Defensive Line,0.7725000083446503,1.5450001,2,2.5000000000000000,2015
UT Martin,OVC,Linebacker,0.7703000009059906,1.5406001,2,2.5000000000000000,2015
UT Martin,OVC,Quarterback,0.8199999928474426,0.82,1,3.0000000000000000,2015
UTSA,Conference USA,Defensive Back,0.7989999949932098,3.196,4,2.7500000000000000,2015
UTSA,Conference USA,Defensive Line,0.7709199905395507,3.8546,5,2.0000000000000000,2015
UTSA,Conference USA,Offensive Line,0.7851249873638153,3.1404998,4,2.5000000000000000,2015
UTSA,Conference USA,Quarterback,0.8127999901771545,1.6256,2,3.0000000000000000,2015
UTSA,Conference USA,Receiver,0.7776666879653931,2.333,3,2.3333333333333333,2015
UTSA,Conference USA,Running Back,0.7910750061273575,3.1643,4,2.5000000000000000,2015
UTSA,Conference USA,Special Teams,0.8069000244140625,0.8069,1,3.0000000000000000,2015
Valparaiso,Pioneer,Defensive Back,0.8033000230789185,0.8033,1,3.0000000000000000,2015
Vanderbilt,SEC,Defensive Back,0.8845999836921692,0.8846,1,3.0000000000000000,2015
Vanderbilt,SEC,Linebacker,0.8681000073750814,2.6043,3,3.3333333333333333,2015
Vanderbilt,SEC,Offensive Line,0.8356999754905701,1.6714,2,3.0000000000000000,2015
Vanderbilt,SEC,Quarterback,0.8992000222206116,0.8992,1,4.0000000000000000,2015
Vanderbilt,SEC,Receiver,0.8241499960422516,1.6482999,2,3.0000000000000000,2015
Vanderbilt,SEC,Special Teams,0.7825999855995178,0.7826,1,2.0000000000000000,2015
Villanova,CAA,Defensive Line,0.7322333256403605,2.1967,3,2.0000000000000000,2015
Villanova,CAA,Linebacker,0.7230999867121378,2.1693,3,2.0000000000000000,2015
Villanova,CAA,Offensive Line,0.699999988079071,0.7,1,2.0000000000000000,2015
Villanova,CAA,Quarterback,0.699999988079071,0.7,1,2.0000000000000000,2015
Villanova,CAA,Running Back,0.7510999838511149,2.2533,3,2.0000000000000000,2015
Villanova,CAA,Special Teams,0.733299970626831,0.7333,1,2.0000000000000000,2015
Virginia,ACC,Defensive Back,0.8288999795913696,0.8289,1,3.0000000000000000,2015
Virginia,ACC,Defensive Line,0.8181333343187968,2.4544,3,3.0000000000000000,2015
Virginia,ACC,Linebacker,0.877700001001358,1.7554,2,3.5000000000000000,2015
Virginia,ACC,Offensive Line,0.826199988524119,2.4786,3,3.0000000000000000,2015
Virginia,ACC,Receiver,0.8369333346684774,2.5108001,3,3.0000000000000000,2015
Virginia Tech,ACC,Defensive Line,0.892633338769277,2.6779,3,3.3333333333333333,2015
Virginia Tech,ACC,Offensive Line,0.8592999875545502,1.7186,2,3.5000000000000000,2015
Virginia Tech,ACC,Quarterback,0.8992999792098999,0.8993,1,4.0000000000000000,2015
Virginia Tech,ACC,Running Back,0.854750007390976,1.7095001,2,3.0000000000000000,2015
Wake Forest,ACC,Defensive Back,0.8217000067234039,1.6434,2,3.0000000000000000,2015
Wake Forest,ACC,Defensive Line,0.7972500026226044,1.5945001,2,2.5000000000000000,2015
Wake Forest,ACC,Linebacker,0.8154500126838684,1.6309,2,3.0000000000000000,2015
Wake Forest,ACC,Offensive Line,0.7821999788284302,0.7822,1,2.0000000000000000,2015
Wake Forest,ACC,Receiver,0.8316500186920166,1.6633,2,3.0000000000000000,2015
Wake Forest,ACC,Running Back,0.8033000230789185,0.8033,1,3.0000000000000000,2015
Wake Forest,ACC,Special Teams,0.7805499732494354,1.5611,2,2.5000000000000000,2015
Washington,Pac-12,Defensive Back,0.911300003528595,0.9113,1,4.0000000000000000,2015
Washington,Pac-12,Defensive Line,0.8604999780654907,1.721,2,3.5000000000000000,2015
Washington,Pac-12,Linebacker,0.824400007724762,0.8244,1,3.0000000000000000,2015
Washington,Pac-12,Offensive Line,0.9023999869823456,1.8048,2,4.0000000000000000,2015
Washington,Pac-12,Quarterback,0.9632999897003174,0.9633,1,4.0000000000000000,2015
Washington,Pac-12,Receiver,0.8730499744415283,1.7461,2,3.5000000000000000,2015
Washington,Pac-12,Running Back,0.8819000124931335,0.8819,1,3.0000000000000000,2015
Washington,Pac-12,Special Teams,0.774399995803833,0.7744,1,2.0000000000000000,2015
Washington State,Pac-12,Defensive Back,0.8567000031471252,0.8567,1,3.0000000000000000,2015
Washington State,Pac-12,Defensive Line,0.8461666901906332,2.5385,3,3.0000000000000000,2015
Washington State,Pac-12,Linebacker,0.8199999928474426,0.82,1,3.0000000000000000,2015
Washington State,Pac-12,Offensive Line,0.819433311621348,2.4583,3,2.6666666666666667,2015
Washington State,Pac-12,Receiver,0.8389000296592712,0.8389,1,3.0000000000000000,2015
Washington State,Pac-12,Special Teams,0.8108000159263611,0.8108,1,3.0000000000000000,2015
Weber State,Big Sky,Defensive Line,0.8116999864578247,0.8117,1,3.0000000000000000,2015
Weber State,Big Sky,Receiver,0.7732999920845032,0.7733,1,2.0000000000000000,2015
Weber State,Big Sky,Running Back,0.8185999989509583,0.8186,1,3.0000000000000000,2015
Western Carolina,Southern,Defensive Back,0.8066999912261963,0.8067,1,3.0000000000000000,2015
Western Carolina,Southern,Linebacker,0.7932999730110168,0.7933,1,2.0000000000000000,2015
Western Carolina,Southern,Offensive Line,0.8222000002861023,0.8222,1,3.0000000000000000,2015
Western Carolina,Southern,Quarterback,0.8274000287055969,0.8274,1,3.0000000000000000,2015
Western Illinois,MVFC,Defensive Line,0.766700029373169,0.7667,1,2.0000000000000000,2015
Western Illinois,MVFC,Linebacker,0.79830002784729,0.7983,1,3.0000000000000000,2015
Western Illinois,MVFC,Quarterback,0.829200029373169,0.8292,1,3.0000000000000000,2015
Western Kentucky,Conference USA,Defensive Back,0.7916000088055929,2.3748,3,2.3333333333333333,2015
Western Kentucky,Conference USA,Defensive Line,0.7866999904314677,2.3600998,3,2.3333333333333333,2015
Western Kentucky,Conference USA,Linebacker,0.8144000172615051,0.8144,1,3.0000000000000000,2015
Western Kentucky,Conference USA,Offensive Line,0.7811499983072281,3.1246,4,2.0000000000000000,2015
Western Kentucky,Conference USA,Receiver,0.7840249985456467,3.1360998,4,2.2500000000000000,2015
Western Kentucky,Conference USA,Running Back,0.7749999761581421,0.775,1,2.0000000000000000,2015
Western Kentucky,Conference USA,Special Teams,0.7788999974727631,1.5578,2,2.0000000000000000,2015
Western Michigan,Mid-American,Defensive Back,0.8136199951171875,4.0681,5,2.6000000000000000,2015
Western Michigan,Mid-American,Defensive Line,0.7976000070571899,3.988,5,2.4000000000000000,2015
Western Michigan,Mid-American,Linebacker,0.7833000123500824,1.5666001,2,2.0000000000000000,2015
Western Michigan,Mid-American,Offensive Line,0.8119000196456909,1.6238,2,2.5000000000000000,2015
Western Michigan,Mid-American,Quarterback,0.8194000124931335,0.8194,1,3.0000000000000000,2015
Western Michigan,Mid-American,Receiver,0.8026571444102696,5.6186,7,2.5714285714285714,2015
Western Michigan,Mid-American,Running Back,0.8324999809265137,0.8325,1,3.0000000000000000,2015
Western Michigan,Mid-American,Special Teams,0.7980250120162964,3.1921,4,2.7500000000000000,2015
West Virginia,Big 12,Defensive Back,0.9319999814033508,0.932,1,4.0000000000000000,2015
West Virginia,Big 12,Defensive Line,0.8733000159263611,0.8733,1,3.0000000000000000,2015
West Virginia,Big 12,Linebacker,0.8578000068664551,0.8578,1,3.0000000000000000,2015
West Virginia,Big 12,Offensive Line,0.8531999886035919,1.7063999,2,3.0000000000000000,2015
West Virginia,Big 12,Quarterback,0.8741999864578247,0.8742,1,3.0000000000000000,2015
West Virginia,Big 12,Receiver,0.8919500112533569,1.7839,2,3.5000000000000000,2015
West Virginia,Big 12,Special Teams,0.8222000002861023,0.8222,1,3.0000000000000000,2015
William & Mary,CAA,Linebacker,0.766700029373169,0.7667,1,2.0000000000000000,2015
William & Mary,CAA,Quarterback,0.8399999737739563,0.84,1,3.0000000000000000,2015
William & Mary,CAA,Running Back,0.833299994468689,0.8333,1,3.0000000000000000,2015
Wisconsin,Big Ten,Defensive Back,0.7902000149091085,2.3706,3,2.6666666666666667,2015
Wisconsin,Big Ten,Defensive Line,0.8319999873638153,1.664,2,3.0000000000000000,2015
Wisconsin,Big Ten,Linebacker,0.8287333250045776,2.4862,3,3.0000000000000000,2015
Wisconsin,Big Ten,Offensive Line,0.886899987856547,2.6606998,3,3.3333333333333333,2015
Wisconsin,Big Ten,Quarterback,0.8115000128746033,0.8115,1,3.0000000000000000,2015
Wisconsin,Big Ten,Receiver,0.8085999886194865,2.4257998,3,3.0000000000000000,2015
Wofford,Southern,Defensive Back,0.7800000011920929,1.56,2,2.5000000000000000,2015
Wofford,Southern,Running Back,0.7799999713897705,0.78,1,2.0000000000000000,2015
Wofford,Southern,Special Teams,0.766700029373169,0.7667,1,2.0000000000000000,2015
Wyoming,Mountain West,Defensive Back,0.7783999840418497,2.3351998,3,2.0000000000000000,2015
Wyoming,Mountain West,Defensive Line,0.7829499840736389,1.5659,2,2.0000000000000000,2015
Wyoming,Mountain West,Linebacker,0.7782999873161316,0.7783,1,2.0000000000000000,2015
Wyoming,Mountain West,Offensive Line,0.7861999869346619,1.5724,2,2.0000000000000000,2015
Wyoming,Mountain West,Receiver,0.7841499944527944,4.7049,6,2.3333333333333333,2015
Wyoming,Mountain West,Running Back,0.7893333435058594,2.368,3,2.3333333333333333,2015
Wyoming,Mountain West,Special Teams,0.7859999934832255,2.358,3,2.0000000000000000,2015
Yale,Ivy,Defensive Back,0.7583000063896179,0.7583,1,2.0000000000000000,2015
Yale,Ivy,Defensive Line,0.800599992275238,0.8006,1,3.0000000000000000,2015
Yale,Ivy,Receiver,0.8389000296592712,0.8389,1,3.0000000000000000,2015
Youngstown State,MVFC,Linebacker,0.7679499983787537,1.5359,2,2.5000000000000000,2015
Youngstown State,MVFC,Offensive Line,0.7778000235557556,0.7778,1,2.0000000000000000,2015
Air Force,Mountain West,All Positions,0.7817500084638596,3.127,4,2.2500000000000000,2015
Air Force,Mountain West,All Positions,0.7719666759173075,2.3159,3,2.0000000000000000,2015
Air Force,Mountain West,All Positions,0.7341499924659729,1.4683,2,2.0000000000000000,2015
Air Force,Mountain West,All Positions,0.7715333302815756,2.3146,3,2.0000000000000000,2015
Air Force,Mountain West,All Positions,0.7805500030517578,1.5611,2,2.0000000000000000,2015
Air Force,Mountain West,All Positions,0.7583333452542623,2.275,3,2.0000000000000000,2015
Air Force,Mountain West,All Positions,0.7806666692097982,2.342,3,2.0000000000000000,2015
Air Force,Mountain West,All Positions,0.7599999904632568,0.76,1,2.0000000000000000,2015
Akron,Mid-American,All Positions,0.7529500126838684,1.5059,2,2.0000000000000000,2015
Akron,Mid-American,All Positions,0.7577999830245972,0.7578,1,2.0000000000000000,2015
Akron,Mid-American,All Positions,0.8061000108718872,0.8061,1,3.0000000000000000,2015
Akron,Mid-American,All Positions,0.7797666589419047,2.3393,3,2.0000000000000000,2015
Akron,Mid-American,All Positions,0.77396000623703,3.8697999,5,2.2000000000000000,2015
Akron,Mid-American,All Positions,0.7466500103473663,1.4933,2,2.0000000000000000,2015
Alabama,SEC,All Positions,0.9696000069379807,3.8783998,4,4.5000000000000000,2015
Alabama,SEC,All Positions,0.9537333448727926,2.8611999,3,4.3333333333333333,2015
Alabama,SEC,All Positions,0.9167500138282776,1.8335,2,4.0000000000000000,2015
Alabama,SEC,All Positions,0.9388250112533569,3.7553,4,4.0000000000000000,2015
Alabama,SEC,All Positions,0.989799976348877,0.9898,1,5.0000000000000000,2015
Alabama,SEC,All Positions,0.9617000023523966,2.8851,3,4.3333333333333333,2015
Alabama,SEC,All Positions,0.9104333519935608,2.7313,3,4.0000000000000000,2015
Alabama,SEC,All Positions,0.9283000230789185,0.9283,1,4.0000000000000000,2015
Alabama State,SWAC,All Positions,0.699999988079071,0.7,1,2.0000000000000000,2015
Alcorn State,SWAC,All Positions,0.7847000062465668,1.5694001,2,2.5000000000000000,2015
App State,Sun Belt,All Positions,0.7738499939441681,1.5476999,2,2.0000000000000000,2015
App State,Sun Belt,All Positions,0.7708999812602997,1.5418,2,2.0000000000000000,2015
App State,Sun Belt,All Positions,0.775433341662089,2.3263,3,2.3333333333333333,2015
App State,Sun Belt,All Positions,0.7793750017881393,3.1175,4,2.0000000000000000,2015
App State,Sun Belt,All Positions,0.8389000296592712,0.8389,1,3.0000000000000000,2015
App State,Sun Belt,All Positions,0.793749988079071,1.5875,2,2.5000000000000000,2015
App State,Sun Belt,All Positions,0.7862499952316284,3.145,4,2.2500000000000000,2015
Arizona,Pac-12,All Positions,0.8314999938011169,2.4945002,3,3.0000000000000000,2015
Arizona,Pac-12,All Positions,0.8623999754587809,2.5872,3,3.3333333333333333,2015
Arizona,Pac-12,All Positions,0.8294000029563904,0.8294,1,3.0000000000000000,2015
Arizona,Pac-12,All Positions,0.8103000223636627,1.6206,2,2.5000000000000000,2015
Arizona State,Pac-12,All Positions,0.9085500240325928,1.8171,2,3.5000000000000000,2015
Arizona State,Pac-12,All Positions,0.8964000046253204,1.7928,2,4.0000000000000000,2015
Arizona State,Pac-12,All Positions,0.8731333414713541,2.6194,3,3.3333333333333333,2015
Arizona State,Pac-12,All Positions,0.9672999978065491,0.9673,1,4.0000000000000000,2015
Arizona State,Pac-12,All Positions,0.885200023651123,0.8852,1,3.0000000000000000,2015
Arizona State,Pac-12,All Positions,0.8285999894142151,0.8286,1,3.0000000000000000,2015
Arizona State,Pac-12,All Positions,0.9160666664441427,2.7482,3,4.0000000000000000,2015
Arkansas,SEC,All Positions,0.8188000122706095,2.4564,3,3.0000000000000000,2015
Arkansas,SEC,All Positions,0.9021666646003723,2.7065,3,3.6666666666666667,2015
Arkansas,SEC,All Positions,0.8696666757265726,2.609,3,3.3333333333333333,2015
Arkansas,SEC,All Positions,0.911899983882904,0.9119,1,4.0000000000000000,2015
Arkansas,SEC,All Positions,0.8991666833559672,2.6975002,3,3.6666666666666667,2015
Arkansas,SEC,All Positions,0.8133000135421753,0.8133,1,3.0000000000000000,2015
Arkansas State,Sun Belt,All Positions,0.8044000267982483,0.8044,1,3.0000000000000000,2015
Arkansas State,Sun Belt,All Positions,0.7986749857664108,3.1947,4,2.5000000000000000,2015
Arkansas State,Sun Belt,All Positions,0.7928999960422516,1.5857999,2,2.0000000000000000,2015
Arkansas State,Sun Belt,All Positions,0.8181000053882599,1.6362,2,3.0000000000000000,2015
Arkansas State,Sun Belt,All Positions,0.8155999779701233,0.8156,1,3.0000000000000000,2015
Arkansas State,Sun Belt,All Positions,0.8131333390871683,2.4394002,3,3.0000000000000000,2015
Arkansas State,Sun Belt,All Positions,0.8044750094413757,3.2178998,4,3.0000000000000000,2015
Army,FBS Independents,All Positions,0.7689375206828117,6.1514997,8,2.1250000000000000,2015
Army,FBS Independents,All Positions,0.7646428772381374,5.3525,7,2.0000000000000000,2015
Army,FBS Independents,All Positions,0.7648666799068451,9.1784,12,2.0000000000000000,2015
Army,FBS Independents,All Positions,0.7556750178337097,3.0227,4,2.0000000000000000,2015
Army,FBS Independents,All Positions,0.7744500041007996,1.5489,2,2.0000000000000000,2015
Army,FBS Independents,All Positions,0.7648500204086304,1.5297,2,2.0000000000000000,2015
Army,FBS Independents,All Positions,0.756166676680247,2.2685,3,2.0000000000000000,2015
Auburn,SEC,All Positions,0.8867999911308289,2.6604,3,3.6666666666666667,2015
Auburn,SEC,All Positions,0.9398666620254517,2.8196,3,4.0000000000000000,2015
Auburn,SEC,All Positions,0.899679982662201,4.4983997,5,3.8000000000000000,2015
Auburn,SEC,All Positions,0.9016749858856201,3.6066997,4,3.7500000000000000,2015
Auburn,SEC,All Positions,0.8863999843597412,0.8864,1,3.0000000000000000,2015
Auburn,SEC,All Positions,0.8834333419799805,2.6503,3,3.3333333333333333,2015
Auburn,SEC,All Positions,0.8979500234127045,1.7959001,2,4.0000000000000000,2015
Auburn,SEC,All Positions,0.9042999943097433,2.7129,3,3.6666666666666667,2015
Austin Peay,OVC,All Positions,0.699999988079071,3.5,5,2.0000000000000000,2015
Austin Peay,OVC,All Positions,0.7161856974874224,5.0133,7,2.0000000000000000,2015
Austin Peay,OVC,All Positions,0.7102999849752947,7.813299,11,2.0000000000000000,2015
Austin Peay,OVC,All Positions,0.699999988079071,0.7,1,2.0000000000000000,2015
Austin Peay,OVC,All Positions,0.7100000083446503,1.4200001,2,2.0000000000000000,2015
Austin Peay,OVC,All Positions,0.7452999949455261,1.4906,2,2.0000000000000000,2015
Austin Peay,OVC,All Positions,0.716649979352951,1.4333,2,2.0000000000000000,2015
Ball State,Mid-American,All Positions,0.7844666739304861,4.7068,6,2.3333333333333333,2015
Ball State,Mid-American,All Positions,0.7864750176668167,3.1459002,4,2.2500000000000000,2015
Ball State,Mid-American,All Positions,0.8130999803543091,0.8131,1,3.0000000000000000,2015
Ball State,Mid-American,All Positions,0.7786666750907898,2.336,3,2.0000000000000000,2015
Ball State,Mid-American,All Positions,0.8531000018119812,0.8531,1,3.0000000000000000,2015
Ball State,Mid-American,All Positions,0.7671250104904175,3.0685,4,2.0000000000000000,2015
Ball State,Mid-American,All Positions,0.8307999968528748,0.8308,1,3.0000000000000000,2015
Ball State,Mid-American,All Positions,0.7928000092506409,1.5856,2,2.5000000000000000,2015
Baylor,Big 12,All Positions,0.7718999981880188,0.7719,1,2.0000000000000000,2015
Baylor,Big 12,All Positions,0.8185999989509583,2.4558,3,3.0000000000000000,2015
Baylor,Big 12,All Positions,0.8357999920845032,0.8358,1,3.0000000000000000,2015
Baylor,Big 12,All Positions,0.9829000234603882,0.9829,1,4.0000000000000000,2015
Baylor,Big 12,All Positions,0.9032000005245209,1.8064001,2,3.5000000000000000,2015
Baylor,Big 12,All Positions,0.9114999771118164,0.9115,1,4.0000000000000000,2015
Baylor,Big 12,All Positions,0.8222499787807465,1.6445,2,3.0000000000000000,2015
Bethune-Cookman,MEAC,All Positions,0.7682999968528748,0.7683,1,2.0000000000000000,2015
Bethune-Cookman,MEAC,All Positions,0.766700029373169,0.7667,1,2.0000000000000000,2015
Boise State,Mountain West,All Positions,0.8288999795913696,0.8289,1,3.0000000000000000,2015
Boise State,Mountain West,All Positions,0.8168666561444601,2.4506001,3,3.0000000000000000,2015
Boise State,Mountain West,All Positions,0.7944200038909912,3.9721,5,2.6000000000000000,2015
Boise State,Mountain West,All Positions,0.8173999786376953,1.6348,2,3.0000000000000000,2015
Boise State,Mountain West,All Positions,0.9075000286102295,0.9075,1,4.0000000000000000,2015
Boise State,Mountain West,All Positions,0.8552500009536743,1.7105,2,3.0000000000000000,2015
Boise State,Mountain West,All Positions,0.8348000049591064,0.8348,1,3.0000000000000000,2015
Boise State,Mountain West,All Positions,0.8277999758720398,0.8278,1,3.0000000000000000,2015
Boston College,ACC,All Positions,0.8137999971707662,2.4414,3,2.6666666666666667,2015
Boston College,ACC,All Positions,0.833299994468689,0.8333,1,3.0000000000000000,2015
Boston College,ACC,All Positions,0.8263999819755554,0.8264,1,3.0000000000000000,2015
Boston College,ACC,All Positions,0.8531000018119812,0.8531,1,3.0000000000000000,2015
Boston College,ACC,All Positions,0.8274999856948853,0.8275,1,3.0000000000000000,2015
Boston College,ACC,All Positions,0.8209500014781952,1.6419001,2,3.0000000000000000,2015
Boston College,ACC,All Positions,0.8216499984264374,1.6433,2,3.0000000000000000,2015
Bowling Green,Mid-American,All Positions,0.7916000088055929,2.3748002,3,2.3333333333333333,2015
Bowling Green,Mid-American,All Positions,0.7913999954859415,2.3741999,3,2.3333333333333333,2015
Bowling Green,Mid-American,All Positions,0.7769500017166138,4.6617002,6,2.1666666666666667,2015
Bowling Green,Mid-American,All Positions,0.788266658782959,2.3648,3,2.3333333333333333,2015
Bowling Green,Mid-American,All Positions,0.8772000074386597,0.8772,1,3.0000000000000000,2015
Bowling Green,Mid-American,All Positions,0.795199990272522,1.5904,2,2.0000000000000000,2015
Bowling Green,Mid-American,All Positions,0.7825999855995178,0.7826,1,2.0000000000000000,2015
Bowling Green,Mid-American,All Positions,0.7332333127657572,2.1996999,3,2.0000000000000000,2015
Bucknell,Patriot,All Positions,0.699999988079071,0.7,1,2.0000000000000000,2015
Bucknell,Patriot,All Positions,0.699999988079071,0.7,1,2.0000000000000000,2015
Bucknell,Patriot,All Positions,0.699999988079071,1.4,2,2.0000000000000000,2015
Bucknell,Patriot,All Positions,0.8241999745368958,0.8242,1,3.0000000000000000,2015
Bucknell,Patriot,All Positions,0.699999988079071,2.8,4,2.0000000000000000,2015
Buffalo,Mid-American,All Positions,0.7766333421071371,2.3299,3,2.3333333333333333,2015
Buffalo,Mid-American,All Positions,0.7483000159263611,2.2449,3,2.0000000000000000,2015
Buffalo,Mid-American,All Positions,0.7633000016212463,1.5266,2,2.0000000000000000,2015
Buffalo,Mid-American,All Positions,0.8248000144958496,0.8248,1,3.0000000000000000,2015
Buffalo,Mid-American,All Positions,0.7823666632175446,4.6942,6,2.1666666666666667,2015
Buffalo,Mid-American,All Positions,0.7644000053405762,0.7644,1,2.0000000000000000,2015
