id,year,home_team,home_conference,away_team,away_conference,home_points,away_points,neutral_site,start_date,season_type
400763613,2015,Western Kentucky,Conference USA,Miami (OH),Mid-American,56,14,False,2015-09-26T19:30:00.000Z,regular
400603844,2015,Florida,SEC,Tennessee,SEC,28,27,False,2015-09-26T19:30:00.000Z,regular
400787245,2015,Buffalo,Mid-American,Nevada,Mountain West,21,24,False,2015-09-26T19:30:00.000Z,regular
400763525,2015,Penn State,Big Ten,San Diego State,Mountain West,37,21,False,2015-09-26T19:30:00.000Z,regular
400763524,2015,Ohio State,Big Ten,Western Michigan,Mid-American,38,12,False,2015-09-26T19:30:00.000Z,regular
400763608,2015,Kent State,Mid-American,Marshall,Conference USA,29,36,False,2015-09-26T19:30:00.000Z,regular
400763610,2015,Old Dominion,Conference USA,App State,Sun Belt,0,49,False,2015-09-26T19:30:00.000Z,regular
400756937,2015,East Carolina,American Athletic,Virginia Tech,ACC,35,28,False,2015-09-26T19:30:00.000Z,regular
400763521,2015,Minnesota,Big Ten,Ohio,Mid-American,27,24,False,2015-09-26T19:30:00.000Z,regular
400763424,2015,Texas,Big 12,Oklahoma State,Big 12,27,30,False,2015-09-26T19:30:00.000Z,regular
400763518,2015,Iowa,Big Ten,North Texas,Conference USA,62,16,False,2015-09-26T19:30:00.000Z,regular
400763583,2015,Notre Dame,FBS Independents,Massachusetts,Mid-American,62,27,False,2015-09-26T19:30:00.000Z,regular
400603841,2015,Alabama,SEC,UL Monroe,Sun Belt,34,0,False,2015-09-26T20:00:00.000Z,regular
400763517,2015,Illinois,Big Ten,Middle Tennessee,Conference USA,27,25,False,2015-09-26T20:00:00.000Z,regular
400763425,2015,Texas Tech,Big 12,TCU,Big 12,52,55,False,2015-09-26T20:45:00.000Z,regular
400757040,2015,Washington,Pac-12,California,Pac-12,24,30,False,2015-09-26T21:00:00.000Z,regular
400760493,2015,Eastern Michigan,Mid-American,Army,FBS Independents,36,58,False,2015-09-26T22:00:00.000Z,regular
400756934,2015,Louisville,ACC,Samford,Southern,45,3,False,2015-09-26T22:00:00.000Z,regular
400787314,2015,Toledo,Mid-American,Arkansas State,Sun Belt,37,7,False,2015-09-26T23:00:00.000Z,regular
400768337,2015,SMU,American Athletic,James Madison,CAA,45,48,False,2015-09-26T23:00:00.000Z,regular
400603847,2015,Ole Miss,SEC,Vanderbilt,SEC,27,16,False,2015-09-26T23:00:00.000Z,regular
400603842,2015,Arkansas,SEC,Texas A&M,SEC,21,28,True,2015-09-26T23:00:00.000Z,regular
400763607,2015,Charlotte,Conference USA,Florida Atlantic,Conference USA,7,17,False,2015-09-26T23:00:00.000Z,regular
400787313,2015,Louisiana,Sun Belt,Akron,Mid-American,14,35,False,2015-09-26T23:00:00.000Z,regular
400763612,2015,UTSA,Conference USA,Colorado State,Mountain West,31,33,False,2015-09-26T23:00:00.000Z,regular
400603843,2015,Auburn,SEC,Mississippi State,SEC,9,17,False,2015-09-26T23:30:00.000Z,regular
400603846,2015,Kentucky,SEC,Missouri,SEC,21,13,False,2015-09-26T23:30:00.000Z,regular
400757036,2015,Arizona,Pac-12,UCLA,Pac-12,30,56,False,2015-09-27T00:00:00.000Z,regular
400763611,2015,UTEP,Conference USA,Incarnate Word,Southland,27,17,False,2015-09-27T00:00:00.000Z,regular
400756936,2015,South Alabama,Sun Belt,NC State,ACC,13,63,False,2015-09-27T00:00:00.000Z,regular
400763527,2015,Wisconsin,Big Ten,Hawai'i,Mountain West,28,0,False,2015-09-27T00:00:00.000Z,regular
400764872,2015,Houston,American Athletic,Texas State,Sun Belt,59,14,False,2015-09-27T00:00:00.000Z,regular
400763523,2015,Northwestern,Big Ten,Ball State,Mid-American,24,19,False,2015-09-27T00:00:00.000Z,regular
400757039,2015,Oregon,Pac-12,Utah,Pac-12,20,62,False,2015-09-27T00:30:00.000Z,regular
400787247,2015,UNLV,Mountain West,Idaho State,Big Sky,80,8,True,2015-09-27T01:00:00.000Z,regular
400787443,2015,Idaho,Sun Belt,Georgia Southern,Sun Belt,20,44,False,2015-09-27T01:00:00.000Z,regular
400787244,2015,San José State,Mountain West,Fresno State,Mountain West,49,23,False,2015-09-27T02:30:00.000Z,regular
400757037,2015,Arizona State,Pac-12,USC,Pac-12,14,42,False,2015-09-27T02:30:00.000Z,regular
400764873,2015,Cincinnati,American Athletic,Miami,ACC,34,23,False,2015-10-01T23:30:00.000Z,regular
400764875,2015,South Florida,American Athletic,Memphis,American Athletic,17,24,False,2015-10-02T23:00:00.000Z,regular
400763614,2015,Charlotte,Conference USA,Temple,American Athletic,3,37,False,2015-10-02T23:00:00.000Z,regular
400764874,2015,BYU,FBS Independents,UConn,American Athletic,30,13,False,2015-10-03T02:15:00.000Z,regular
400756945,2015,Virginia Tech,ACC,Pittsburgh,ACC,13,17,False,2015-10-03T16:00:00.000Z,regular
400760494,2015,Penn State,Big Ten,Army,FBS Independents,20,14,False,2015-10-03T16:00:00.000Z,regular
400763427,2015,Iowa State,Big 12,Kansas,Big 12,38,13,False,2015-10-03T16:00:00.000Z,regular
400763430,2015,TCU,Big 12,Texas,Big 12,50,7,False,2015-10-03T16:00:00.000Z,regular
400763531,2015,Michigan State,Big Ten,Purdue,Big Ten,24,21,False,2015-10-03T16:00:00.000Z,regular
400764879,2015,Tulsa,American Athletic,Houston,American Athletic,24,38,False,2015-10-03T16:00:00.000Z,regular
400603883,2015,Missouri,SEC,South Carolina,SEC,24,10,False,2015-10-03T16:00:00.000Z,regular
400763428,2015,Oklahoma,Big 12,West Virginia,Big 12,44,24,False,2015-10-03T16:00:00.000Z,regular
400763530,2015,Maryland,Big Ten,Michigan,Big Ten,0,28,False,2015-10-03T16:00:00.000Z,regular
400764878,2015,Tulane,American Athletic,UCF,American Athletic,45,31,False,2015-10-03T16:00:00.000Z,regular
400763533,2015,Wisconsin,Big Ten,Iowa,Big Ten,6,10,False,2015-10-03T16:00:00.000Z,regular
400763532,2015,Northwestern,Big Ten,Minnesota,Big Ten,27,0,False,2015-10-03T16:00:00.000Z,regular
400756943,2015,NC State,ACC,Louisville,ACC,13,20,False,2015-10-03T16:30:00.000Z,regular
400787316,2015,Akron,Mid-American,Ohio,Mid-American,12,14,False,2015-10-03T18:00:00.000Z,regular
400763620,2015,Massachusetts,Mid-American,Florida International,Conference USA,24,14,False,2015-10-03T19:00:00.000Z,regular
400787317,2015,Ball State,Mid-American,Toledo,Mid-American,10,24,False,2015-10-03T19:00:00.000Z,regular
400787315,2015,Central Michigan,Mid-American,Northern Illinois,Mid-American,29,19,False,2015-10-03T19:00:00.000Z,regular
400763431,2015,Baylor,Big 12,Texas Tech,Big 12,63,35,True,2015-10-03T19:30:00.000Z,regular
400763617,2015,Rice,Conference USA,Western Kentucky,Conference USA,10,49,False,2015-10-03T19:30:00.000Z,regular
400787318,2015,Buffalo,Mid-American,Bowling Green,Mid-American,22,28,False,2015-10-03T19:30:00.000Z,regular
400763529,2015,Indiana,Big Ten,Ohio State,Big Ten,27,34,False,2015-10-03T19:30:00.000Z,regular
400603879,2015,Georgia,SEC,Alabama,SEC,10,38,False,2015-10-03T19:30:00.000Z,regular
400763616,2015,Marshall,Conference USA,Old Dominion,Conference USA,27,7,False,2015-10-03T19:30:00.000Z,regular
400787319,2015,Kent State,Mid-American,Miami (OH),Mid-American,20,14,False,2015-10-03T19:30:00.000Z,regular
400787253,2015,App State,Sun Belt,Wyoming,Mountain West,31,13,False,2015-10-03T19:30:00.000Z,regular
400764876,2015,Navy,American Athletic,Air Force,Mountain West,33,11,False,2015-10-03T19:30:00.000Z,regular
400756941,2015,Wake Forest,ACC,Florida State,ACC,16,24,False,2015-10-03T19:30:00.000Z,regular
400787446,2015,Georgia State,Sun Belt,Liberty,Big South,33,41,True,2015-10-03T19:30:00.000Z,regular
400756939,2015,Duke,ACC,Boston College,ACC,9,7,False,2015-10-03T19:30:00.000Z,regular
400756942,2015,Georgia Tech,ACC,North Carolina,ACC,31,38,False,2015-10-03T19:30:00.000Z,regular
400603877,2015,Auburn,SEC,San José State,Mountain West,35,21,False,2015-10-03T20:00:00.000Z,regular
400757044,2015,California,Pac-12,Washington State,Pac-12,34,28,False,2015-10-03T20:00:00.000Z,regular
400763429,2015,Oklahoma State,Big 12,Kansas State,Big 12,36,34,False,2015-10-03T20:00:00.000Z,regular
400764877,2015,SMU,American Athletic,East Carolina,American Athletic,23,49,False,2015-10-03T20:00:00.000Z,regular
400763528,2015,Illinois,Big Ten,Nebraska,Big Ten,14,13,False,2015-10-03T20:02:00.000Z,regular
400787251,2015,Nevada,Mountain West,UNLV,Mountain West,17,23,False,2015-10-03T23:00:00.000Z,regular
400787447,2015,Troy,Sun Belt,South Alabama,Sun Belt,18,24,False,2015-10-03T23:00:00.000Z,regular
400787445,2015,UL Monroe,Sun Belt,Georgia Southern,Sun Belt,31,51,False,2015-10-03T23:00:00.000Z,regular
400603884,2015,Tennessee,SEC,Arkansas,SEC,20,24,False,2015-10-03T23:00:00.000Z,regular
400603882,2015,Middle Tennessee,Conference USA,Vanderbilt,SEC,13,17,False,2015-10-03T23:00:00.000Z,regular
400763615,2015,Louisiana Tech,Conference USA,Louisiana,Sun Belt,43,14,False,2015-10-03T23:00:00.000Z,regular
400787249,2015,Utah State,Mountain West,Colorado State,Mountain West,33,18,False,2015-10-03T23:00:00.000Z,regular
400787444,2015,Arkansas State,Sun Belt,Idaho,Sun Belt,49,35,False,2015-10-03T23:00:00.000Z,regular
400603881,2015,LSU,SEC,Eastern Michigan,Mid-American,44,22,False,2015-10-03T23:00:00.000Z,regular
400603878,2015,Florida,SEC,Ole Miss,SEC,38,10,False,2015-10-03T23:00:00.000Z,regular
400763618,2015,Southern Miss,Conference USA,North Texas,Conference USA,49,14,False,2015-10-03T23:00:00.000Z,regular
400757042,2015,UCLA,Pac-12,Arizona State,Pac-12,23,38,False,2015-10-03T23:30:00.000Z,regular
400603885,2015,Texas A&M,SEC,Mississippi State,SEC,30,17,False,2015-10-03T23:30:00.000Z,regular
400603880,2015,Kentucky,SEC,Eastern Kentucky,OVC,34,27,False,2015-10-03T23:30:00.000Z,regular
400763619,2015,UTEP,Conference USA,UTSA,Conference USA,6,25,False,2015-10-04T00:00:00.000Z,regular
400787252,2015,New Mexico,Mountain West,New Mexico State,Sun Belt,38,29,False,2015-10-04T00:00:00.000Z,regular
400756940,2015,Clemson,ACC,Notre Dame,FBS Independents,24,22,False,2015-10-04T00:00:00.000Z,regular
400787248,2015,Boise State,Mountain West,Hawai'i,Mountain West,55,0,False,2015-10-04T02:15:00.000Z,regular
400757041,2015,Stanford,Pac-12,Arizona,Pac-12,55,17,False,2015-10-04T02:30:00.000Z,regular
400787250,2015,San Diego State,Mountain West,Fresno State,Mountain West,21,7,False,2015-10-04T02:30:00.000Z,regular
400757043,2015,Colorado,Pac-12,Oregon,Pac-12,24,41,False,2015-10-04T03:05:00.000Z,regular
400764880,2015,Houston,American Athletic,SMU,American Athletic,49,28,False,2015-10-09T00:00:00.000Z,regular
400757045,2015,USC,Pac-12,Washington,Pac-12,12,17,False,2015-10-09T01:00:00.000Z,regular
400763623,2015,Marshall,Conference USA,Southern Miss,Conference USA,31,10,False,2015-10-09T23:00:00.000Z,regular
400756946,2015,Virginia Tech,ACC,NC State,ACC,28,13,False,2015-10-10T00:00:00.000Z,regular
400787323,2015,Western Michigan,Mid-American,Central Michigan,Mid-American,41,39,False,2015-10-10T16:00:00.000Z,regular
400603902,2015,Ole Miss,SEC,New Mexico State,Sun Belt,52,3,False,2015-10-10T16:00:00.000Z,regular
400763537,2015,Ohio State,Big Ten,Maryland,Big Ten,49,28,False,2015-10-10T16:00:00.000Z,regular
400763538,2015,Penn State,Big Ten,Indiana,Big Ten,29,7,False,2015-10-10T16:00:00.000Z,regular
400763626,2015,Western Kentucky,Conference USA,Middle Tennessee,Conference USA,58,28,False,2015-10-10T16:00:00.000Z,regular
400756949,2015,Army,FBS Independents,Duke,ACC,3,44,False,2015-10-10T16:00:00.000Z,regular
400763534,2015,Iowa,Big Ten,Illinois,Big Ten,29,20,False,2015-10-10T16:00:00.000Z,regular
400763434,2015,Texas,Big 12,Oklahoma,Big 12,24,17,True,2015-10-10T16:00:00.000Z,regular
400763432,2015,Kansas,Big 12,Baylor,Big 12,7,66,False,2015-10-10T16:00:00.000Z,regular
400763622,2015,Florida International,Conference USA,UTEP,Conference USA,52,12,False,2015-10-10T16:00:00.000Z,regular
400764882,2015,Temple,American Athletic,Tulane,American Athletic,49,10,False,2015-10-10T16:00:00.000Z,regular
400756951,2015,Pittsburgh,ACC,Virginia,ACC,26,19,False,2015-10-10T16:30:00.000Z,regular
400787321,2015,Bowling Green,Mid-American,Massachusetts,Mid-American,62,38,False,2015-10-10T18:00:00.000Z,regular
400787325,2015,Ohio,Mid-American,Miami (OH),Mid-American,34,3,False,2015-10-10T18:00:00.000Z,regular
400763621,2015,Florida Atlantic,Conference USA,Rice,Conference USA,26,27,False,2015-10-10T18:30:00.000Z,regular
400756947,2015,Boston College,ACC,Wake Forest,ACC,0,3,False,2015-10-10T19:00:00.000Z,regular
400787322,2015,Eastern Michigan,Mid-American,Akron,Mid-American,21,47,False,2015-10-10T19:00:00.000Z,regular
400787320,2015,Toledo,Mid-American,Kent State,Mid-American,38,7,False,2015-10-10T19:00:00.000Z,regular
400603903,2015,LSU,SEC,South Carolina,SEC,45,24,False,2015-10-10T19:30:00.000Z,regular
400763435,2015,Texas Tech,Big 12,Iowa State,Big 12,66,31,False,2015-10-10T19:30:00.000Z,regular
400787448,2015,Georgia State,Sun Belt,App State,Sun Belt,3,37,False,2015-10-10T19:30:00.000Z,regular
400756948,2015,Clemson,ACC,Georgia Tech,ACC,43,24,False,2015-10-10T19:30:00.000Z,regular
400763535,2015,Michigan,Big Ten,Northwestern,Big Ten,38,0,False,2015-10-10T19:30:00.000Z,regular
400787324,2015,Northern Illinois,Mid-American,Ball State,Mid-American,59,41,False,2015-10-10T19:30:00.000Z,regular
400756952,2015,South Florida,American Athletic,Syracuse,ACC,45,24,False,2015-10-10T19:30:00.000Z,regular
400763536,2015,Nebraska,Big Ten,Wisconsin,Big Ten,21,23,False,2015-10-10T19:30:00.000Z,regular
400763539,2015,Purdue,Big Ten,Minnesota,Big Ten,13,41,False,2015-10-10T19:30:00.000Z,regular
400603904,2015,Tennessee,SEC,Georgia,SEC,38,31,False,2015-10-10T19:30:00.000Z,regular
400763584,2015,Notre Dame,FBS Independents,Navy,American Athletic,41,24,False,2015-10-10T19:30:00.000Z,regular
400764884,2015,UCF,American Athletic,UConn,American Athletic,13,40,False,2015-10-10T19:45:00.000Z,regular
400757046,2015,Arizona,Pac-12,Oregon State,Pac-12,44,7,False,2015-10-10T20:00:00.000Z,regular
400603900,2015,Mississippi State,SEC,Troy,Sun Belt,45,17,False,2015-10-10T20:00:00.000Z,regular
400763624,2015,North Texas,Conference USA,Portland State,Big Sky,7,66,False,2015-10-10T21:00:00.000Z,regular
400764883,2015,Tulsa,American Athletic,UL Monroe,Sun Belt,34,24,False,2015-10-10T22:00:00.000Z,regular
400757049,2015,Oregon,Pac-12,Washington State,Pac-12,38,45,False,2015-10-10T22:00:00.000Z,regular
400787258,2015,Nevada,Mountain West,New Mexico,Mountain West,35,17,False,2015-10-10T23:00:00.000Z,regular
400787449,2015,Louisiana,Sun Belt,Texas State,Sun Belt,49,27,False,2015-10-10T23:00:00.000Z,regular
400763625,2015,UTSA,Conference USA,Louisiana Tech,Conference USA,31,34,False,2015-10-10T23:00:00.000Z,regular
400787255,2015,Colorado State,Mountain West,Boise State,Mountain West,10,41,False,2015-10-10T23:00:00.000Z,regular
400763436,2015,West Virginia,Big 12,Oklahoma State,Big 12,26,33,False,2015-10-10T23:00:00.000Z,regular
400603899,2015,Alabama,SEC,Arkansas,SEC,27,14,False,2015-10-10T23:00:00.000Z,regular
400603901,2015,Missouri,SEC,Florida,SEC,3,21,False,2015-10-10T23:30:00.000Z,regular
400763433,2015,Kansas State,Big 12,TCU,Big 12,45,52,False,2015-10-10T23:30:00.000Z,regular
400764881,2015,BYU,FBS Independents,East Carolina,American Athletic,45,38,False,2015-10-10T23:30:00.000Z,regular
400756950,2015,Florida State,ACC,Miami,ACC,29,24,False,2015-10-11T00:00:00.000Z,regular
400763540,2015,Rutgers,Big Ten,Michigan State,Big Ten,24,31,False,2015-10-11T00:00:00.000Z,regular
400787259,2015,UNLV,Mountain West,San José State,Mountain West,27,33,False,2015-10-11T01:00:00.000Z,regular
400757047,2015,Arizona State,Pac-12,Colorado,Pac-12,48,23,False,2015-10-11T02:00:00.000Z,regular
400757048,2015,Utah,Pac-12,California,Pac-12,30,24,False,2015-10-11T02:15:00.000Z,regular
400787254,2015,Air Force,Mountain West,Wyoming,Mountain West,31,17,False,2015-10-11T02:26:00.000Z,regular
400787256,2015,Fresno State,Mountain West,Utah State,Mountain West,14,56,False,2015-10-11T02:30:00.000Z,regular
400787257,2015,Hawai'i,Mountain West,San Diego State,Mountain West,14,28,False,2015-10-11T03:59:00.000Z,regular
400787450,2015,South Alabama,Sun Belt,Arkansas State,Sun Belt,31,49,False,2015-10-14T00:00:00.000Z,regular
400603898,2015,Kentucky,SEC,Auburn,SEC,27,30,False,2015-10-15T23:00:00.000Z,regular
400763629,2015,North Texas,Conference USA,Western Kentucky,Conference USA,28,55,False,2015-10-15T23:30:00.000Z,regular
400757050,2015,Stanford,Pac-12,UCLA,Pac-12,56,35,False,2015-10-16T02:30:00.000Z,regular
400764886,2015,BYU,FBS Independents,Cincinnati,American Athletic,38,24,False,2015-10-17T00:00:00.000Z,regular
400764885,2015,Tulane,American Athletic,Houston,American Athletic,7,42,False,2015-10-17T01:00:00.000Z,regular
400790882,2015,Utah State,Mountain West,Boise State,Mountain West,52,26,False,2015-10-17T01:00:00.000Z,regular
400790883,2015,Fresno State,Mountain West,UNLV,Mountain West,31,28,False,2015-10-17T02:30:00.000Z,regular
400763544,2015,Northwestern,Big Ten,Iowa,Big Ten,10,40,False,2015-10-17T16:00:00.000Z,regular
400603895,2015,Mississippi State,SEC,Louisiana Tech,Conference USA,45,20,False,2015-10-17T16:00:00.000Z,regular
400763628,2015,Middle Tennessee,Conference USA,Florida International,Conference USA,42,34,False,2015-10-17T16:00:00.000Z,regular
400763627,2015,Florida Atlantic,Conference USA,Marshall,Conference USA,17,33,False,2015-10-17T16:00:00.000Z,regular
400760495,2015,Army,FBS Independents,Bucknell,Patriot,21,14,False,2015-10-17T16:00:00.000Z,regular
400763439,2015,Kansas,Big 12,Texas Tech,Big 12,20,30,False,2015-10-17T16:00:00.000Z,regular
400763546,2015,Wisconsin,Big Ten,Purdue,Big Ten,24,7,False,2015-10-17T16:00:00.000Z,regular
400764888,2015,East Carolina,American Athletic,Tulsa,American Athletic,30,17,False,2015-10-17T16:00:00.000Z,regular
400787330,2015,Toledo,Mid-American,Eastern Michigan,Mid-American,63,20,False,2015-10-17T16:00:00.000Z,regular
400603894,2015,Memphis,American Athletic,Ole Miss,SEC,37,24,False,2015-10-17T16:00:00.000Z,regular
400756954,2015,Florida State,ACC,Louisville,ACC,41,21,False,2015-10-17T16:00:00.000Z,regular
400763437,2015,Baylor,Big 12,West Virginia,Big 12,62,38,False,2015-10-17T16:00:00.000Z,regular
400787328,2015,Ohio,Mid-American,Western Michigan,Mid-American,14,49,False,2015-10-17T16:00:00.000Z,regular
400764887,2015,UConn,American Athletic,South Florida,American Athletic,20,28,False,2015-10-17T16:00:00.000Z,regular
400756955,2015,Georgia Tech,ACC,Pittsburgh,ACC,28,31,False,2015-10-17T16:30:00.000Z,regular
400787332,2015,Central Michigan,Mid-American,Buffalo,Mid-American,51,14,False,2015-10-17T17:00:00.000Z,regular
400787327,2015,Miami (OH),Mid-American,Northern Illinois,Mid-American,12,45,False,2015-10-17T18:30:00.000Z,regular
400787331,2015,Bowling Green,Mid-American,Akron,Mid-American,59,10,False,2015-10-17T19:00:00.000Z,regular
400787329,2015,Ball State,Mid-American,Georgia State,Sun Belt,19,31,False,2015-10-17T19:00:00.000Z,regular
400603897,2015,Texas A&M,SEC,Alabama,SEC,23,41,False,2015-10-17T19:30:00.000Z,regular
400763630,2015,Old Dominion,Conference USA,Charlotte,Conference USA,37,34,False,2015-10-17T19:30:00.000Z,regular
400763543,2015,Minnesota,Big Ten,Nebraska,Big Ten,25,48,False,2015-10-17T19:30:00.000Z,regular
400763541,2015,Indiana,Big Ten,Rutgers,Big Ten,52,55,False,2015-10-17T19:30:00.000Z,regular
400756958,2015,Virginia,ACC,Syracuse,ACC,44,38,False,2015-10-17T19:30:00.000Z,regular
400763542,2015,Michigan,Big Ten,Michigan State,Big Ten,23,27,False,2015-10-17T19:30:00.000Z,regular
400756956,2015,Miami,ACC,Virginia Tech,ACC,30,20,False,2015-10-17T19:30:00.000Z,regular
400787453,2015,Troy,Sun Belt,Idaho,Sun Belt,16,19,False,2015-10-17T19:30:00.000Z,regular
400787260,2015,Colorado State,Mountain West,Air Force,Mountain West,38,23,False,2015-10-17T19:30:00.000Z,regular
400787326,2015,Massachusetts,Mid-American,Kent State,Mid-American,10,15,False,2015-10-17T19:30:00.000Z,regular
400763440,2015,Kansas State,Big 12,Oklahoma,Big 12,0,55,False,2015-10-17T19:30:00.000Z,regular
400603896,2015,South Carolina,SEC,Vanderbilt,SEC,19,10,False,2015-10-17T20:00:00.000Z,regular
400787264,2015,Wyoming,Mountain West,Nevada,Mountain West,28,21,False,2015-10-17T20:00:00.000Z,regular
400757055,2015,Washington State,Pac-12,Oregon State,Pac-12,52,31,False,2015-10-17T20:00:00.000Z,regular
400787452,2015,Georgia Southern,Sun Belt,New Mexico State,Sun Belt,56,26,False,2015-10-17T22:00:00.000Z,regular
