id,team,mascot,abbreviation,alternateNames,conference,division,classification,color,alternateColor,logos,twitter,location,lat,lon
2294,Iowa,Hawkeyes,IOWA,"['IOWA', 'Iowa']",Big Ten,Legends,fbs,#000000,#FFCD00,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2294.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2294.png']",@HawkeyeFootball,"{'id': 3793, 'name': 'Kinnick Stadium', 'city': 'Iowa City', 'state': 'IA', 'zip': '52242', 'countryCode': 'US', 'timezone': 'America/Chicago', 'latitude': 41.6586045, 'longitude': -91.5510829, 'elevation': '220.6357727', 'capacity': 69250, 'constructionYear': 1929, 'grass': False, 'dome': False}",41.6586045,-91.5510829
130,Michigan,Wolverines,MICH,"['MICH', 'Michigan']",Big Ten,Legends,fbs,#00274c,#ffcb05,"['http://a.espncdn.com/i/teamlogos/ncaa/500/130.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/130.png']",@UMichFootball,"{'id': 3558, 'name': 'Michigan Stadium', 'city': 'Ann Arbor', 'state': 'MI', 'zip': '48109', 'countryCode': 'US', 'timezone': 'America/Detroit', 'latitude': 42.2658365, 'longitude': -83.7486956, 'elevation': '255.5500031', 'capacity': 107601, 'constructionYear': 1927, 'grass': False, 'dome': False}",42.2658365,-83.7486956
127,Michigan State,Spartans,MSU,"['MSU', 'Michigan St']",Big Ten,Legends,fbs,#18453b,#ffffff,"['http://a.espncdn.com/i/teamlogos/ncaa/500/127.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/127.png']",@MSU_Football,"{'id': 3936, 'name': 'Spartan Stadium', 'city': 'East Lansing', 'state': 'MI', 'zip': '48824', 'countryCode': 'US', 'timezone': 'America/Detroit', 'latitude': 42.7281474, 'longitude': -84.4848526, 'elevation': '254.8794861', 'capacity': 75005, 'constructionYear': 1923, 'grass': True, 'dome': False}",42.7281474,-84.4848526
135,Minnesota,Golden Gophers,MINN,"['MINN', 'Minnesota']",Big Ten,Legends,fbs,#5e0a2f,#fab41c,"['http://a.espncdn.com/i/teamlogos/ncaa/500/135.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/135.png']",@GopherFootball,"{'id': 3953, 'name': 'Huntington Bank Stadium', 'city': 'Minneapolis', 'state': 'MN', 'zip': '55488', 'countryCode': 'US', 'timezone': 'America/Chicago', 'latitude': 44.976525, 'longitude': -93.2245462, 'elevation': '254.3902283', 'capacity': 50850, 'constructionYear': 2009, 'grass': False, 'dome': False}",44.976525,-93.2245462
77,Northwestern,Wildcats,NU,"['NU', 'Northwestern']",Big Ten,Legends,fbs,#582c83,#ffffff,"['http://a.espncdn.com/i/teamlogos/ncaa/500/77.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/77.png']",@NUFBFamily,"{'id': 5960, 'name': 'Lanny and Sharon Martin Stadium', 'city': 'Evanston', 'state': 'IL', 'zip': None, 'countryCode': 'US', 'timezone': None, 'latitude': None, 'longitude': None, 'elevation': None, 'capacity': None, 'constructionYear': None, 'grass': None, 'dome': False}",,
194,Ohio State,Buckeyes,OSU,"['OSU', 'Ohio State']",Big Ten,Leaders,fbs,#ce1141,#505056,"['http://a.espncdn.com/i/teamlogos/ncaa/500/194.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/194.png']",@OhioStateFB,"{'id': 3861, 'name': 'Ohio Stadium', 'city': 'Columbus', 'state': 'OH', 'zip': '43210', 'countryCode': 'US', 'timezone': 'America/New_York', 'latitude': 40.0016447, 'longitude': -83.0197266, 'elevation': '216.6770325', 'capacity': 102780, 'constructionYear': 1922, 'grass': False, 'dome': False}",40.0016447,-83.0197266
2483,Oregon,Ducks,ORE,"['ORE', 'Oregon']",Pac-12,North,fbs,#007030,#fee11a,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2483.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2483.png']",@OregonFootball,"{'id': 3626, 'name': 'Autzen Stadium', 'city': 'Eugene', 'state': 'OR', 'zip': '97401', 'countryCode': 'US', 'timezone': 'America/Los_Angeles', 'latitude': 44.0582712, 'longitude': -123.0684883, 'elevation': '127.4198303', 'capacity': 54000, 'constructionYear': 1967, 'grass': False, 'dome': False}",44.0582712,-123.0684883
204,Oregon State,Beavers,ORST,"['ORST', 'Oregon St']",Pac-12,North,fbs,#231f20,#d73f09,"['http://a.espncdn.com/i/teamlogos/ncaa/500/204.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/204.png']",@BeaverFootball,"{'id': 3893, 'name': 'Reser Stadium', 'city': 'Corvallis', 'state': 'OR', 'zip': '97331', 'countryCode': 'US', 'timezone': 'America/Los_Angeles', 'latitude': 44.5594559, 'longitude': -123.2814341, 'elevation': '66.90744781', 'capacity': 43363, 'constructionYear': 1953, 'grass': False, 'dome': False}",44.5594559,-123.2814341
213,Penn State,Nittany Lions,PSU,"['PSU', 'Penn State']",Big Ten,Leaders,fbs,#041E42,#FFFFFF,"['http://a.espncdn.com/i/teamlogos/ncaa/500/213.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/213.png']",@PennStateFball,"{'id': 3632, 'name': 'Beaver Stadium', 'city': 'University Park', 'state': 'PA', 'zip': '16802', 'countryCode': 'US', 'timezone': 'America/New_York', 'latitude': 40.8121958, 'longitude': -77.8561023, 'elevation': '354.1551514', 'capacity': 106572, 'constructionYear': 1960, 'grass': True, 'dome': False}",40.8121958,-77.8561023
2509,Purdue,Boilermakers,PUR,"['PUR', 'Purdue']",Big Ten,Leaders,fbs,#000000,#ceb888,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2509.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2509.png']",@BoilerFootball,"{'id': 3907, 'name': 'Ross-Ade Stadium', 'city': 'West Lafayette', 'state': 'IN', 'zip': '47907', 'countryCode': 'US', 'timezone': 'America/Indiana/Indianapolis', 'latitude': 40.4352253, 'longitude': -86.9186843, 'elevation': '197.5337677', 'capacity': 57282, 'constructionYear': 1924, 'grass': True, 'dome': False}",40.4352253,-86.9186843
24,Stanford,Cardinal,STAN,"['STAN', 'Stanford']",Pac-12,North,fbs,#8c1515,#ffffff,"['http://a.espncdn.com/i/teamlogos/ncaa/500/24.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/24.png']",@StanfordFball,"{'id': 3940, 'name': 'Stanford Stadium', 'city': 'Stanford', 'state': 'CA', 'zip': '94305', 'countryCode': 'US', 'timezone': 'America/Los_Angeles', 'latitude': 37.4345556, 'longitude': -122.1611271, 'elevation': '18.38425636', 'capacity': 50424, 'constructionYear': 2006, 'grass': True, 'dome': False}",37.4345556,-122.1611271
26,UCLA,Bruins,UCLA,"['UCLA', 'UCLA']",Pac-12,South,fbs,#2774ae,#f2a900,"['http://a.espncdn.com/i/teamlogos/ncaa/500/26.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/26.png']",@UCLAFootball,"{'id': 1056, 'name': 'Rose Bowl', 'city': 'Pasadena', 'state': 'CA', 'zip': '90095', 'countryCode': 'US', 'timezone': 'America/Los_Angeles', 'latitude': 34.1613284, 'longitude': -118.1676462, 'elevation': '245.1772461', 'capacity': 88565, 'constructionYear': 1922, 'grass': True, 'dome': False}",34.1613284,-118.1676462
30,USC,Trojans,USC,"['USC', 'USC']",Pac-12,South,fbs,#9e2237,#ffcc00,"['http://a.espncdn.com/i/teamlogos/ncaa/500/30.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/30.png']",@uscfb,"{'id': 477, 'name': 'Los Angeles Memorial Coliseum', 'city': 'Los Angeles', 'state': 'CA', 'zip': '90089', 'countryCode': 'US', 'timezone': 'America/Los_Angeles', 'latitude': 34.014167, 'longitude': -118.287778, 'elevation': '42.50374222', 'capacity': 77500, 'constructionYear': 1923, 'grass': True, 'dome': False}",34.014167,-118.287778
254,Utah,Utes,UTAH,"['UTAH', 'Utah']",Pac-12,South,fbs,#ea002a,#ffffff,"['http://a.espncdn.com/i/teamlogos/ncaa/500/254.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/254.png']",@Utah_Football,"{'id': 587, 'name': 'Rice-Eccles Stadium', 'city': 'Salt Lake City', 'state': 'UT', 'zip': '84112', 'countryCode': 'US', 'timezone': 'America/Denver', 'latitude': 40.7599724, 'longitude': -111.8488255, 'elevation': '1411.543579', 'capacity': 51444, 'constructionYear': 1998, 'grass': False, 'dome': False}",40.7599724,-111.8488255
264,Washington,Huskies,WASH,"['WASH', 'Washington']",Pac-12,North,fbs,#33006f,#e8d3a2,"['http://a.espncdn.com/i/teamlogos/ncaa/500/264.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/264.png']",@UW_Football,"{'id': 3765, 'name': 'Husky Stadium', 'city': 'Seattle', 'state': 'WA', 'zip': '98195', 'countryCode': 'US', 'timezone': 'America/Los_Angeles', 'latitude': 47.6503235, 'longitude': -122.3015746, 'elevation': '11.65622807', 'capacity': 70138, 'constructionYear': 1920, 'grass': False, 'dome': False}",47.6503235,-122.3015746
265,Washington State,Cougars,WSU,"['WSU', 'Washington St']",Pac-12,North,fbs,#981e32,#ffffff,"['http://a.espncdn.com/i/teamlogos/ncaa/500/265.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/265.png']",@WSUCougarFB,"{'id': 3820, 'name': 'Gesa Field', 'city': 'Pullman', 'state': 'WA', 'zip': '99164', 'countryCode': 'US', 'timezone': 'America/Los_Angeles', 'latitude': 46.731831, 'longitude': -117.1604991, 'elevation': '773.9526367', 'capacity': 32952, 'constructionYear': 1972, 'grass': False, 'dome': False}",46.731831,-117.1604991
275,Wisconsin,Badgers,WIS,"['WIS', 'Wisconsin']",Big Ten,Leaders,fbs,#c4012f,#ffffff,"['http://a.espncdn.com/i/teamlogos/ncaa/500/275.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/275.png']",@BadgerFootball,"{'id': 347, 'name': 'Camp Randall Stadium', 'city': 'Madison', 'state': 'WI', 'zip': '53711', 'countryCode': 'US', 'timezone': 'America/Chicago', 'latitude': 43.06994, 'longitude': -89.4126943, 'elevation': '263.604126', 'capacity': 80321, 'constructionYear': 1917, 'grass': False, 'dome': False}",43.06994,-89.4126943
6,South Alabama,Jaguars,USA,"['USA', 'South Alabama']",Sun Belt,East,fbs,#00205B,#BF0D3E,"['http://a.espncdn.com/i/teamlogos/ncaa/500/6.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/6.png']",@SouthAlabamaFB,"{'id': 6526, 'name': 'Hancock Whitney Stadium', 'city': 'Mobile', 'state': 'AL', 'zip': '85329', 'countryCode': 'US', 'timezone': None, 'latitude': 30.6943566, 'longitude': -88.0430541, 'elevation': None, 'capacity': 25450, 'constructionYear': None, 'grass': False, 'dome': False}",30.6943566,-88.0430541
2005,Air Force,Falcons,AF,"['AF', 'Air Force']",Mountain West,Mountain,fbs,#004a7b,#ffffff,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2005.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2005.png']",@AF_Football,"{'id': 3713, 'name': 'Falcon Stadium', 'city': 'Colorado Springs', 'state': 'CO', 'zip': '80840', 'countryCode': 'US', 'timezone': 'America/Denver', 'latitude': 38.9969701, 'longitude': -104.8436165, 'elevation': '2024.875732', 'capacity': 46692, 'constructionYear': 1962, 'grass': False, 'dome': False}",38.9969701,-104.8436165
68,Boise State,Broncos,BOIS,"['BOIS', 'Boise St']",Mountain West,Mountain,fbs,#0033a0,#fa4616,"['http://a.espncdn.com/i/teamlogos/ncaa/500/68.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/68.png']",@BroncoSportsFB,"{'id': 3653, 'name': 'Albertsons Stadium', 'city': 'Boise', 'state': 'ID', 'zip': '83725', 'countryCode': 'US', 'timezone': 'America/Boise', 'latitude': 43.6028839, 'longitude': -116.1958882, 'elevation': '823.2221069', 'capacity': 36387, 'constructionYear': 1970, 'grass': False, 'dome': False}",43.6028839,-116.1958882
36,Colorado State,Rams,CSU,"['CSU', 'Colorado St']",Mountain West,Mountain,fbs,#1e4d2b,#c8c372,"['http://a.espncdn.com/i/teamlogos/ncaa/500/36.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/36.png']",@CSUFootball,"{'id': 5388, 'name': 'Canvas Stadium', 'city': 'Fort Collins', 'state': 'CO', 'zip': '80521', 'countryCode': 'US', 'timezone': 'America/Denver', 'latitude': 40.570015, 'longitude': -105.088435, 'elevation': '1528.4', 'capacity': 36500, 'constructionYear': 2017, 'grass': False, 'dome': False}",40.570015,-105.088435
2226,Florida Atlantic,Owls,FAU,"['FAU', 'FAU']",Conference USA,East,fbs,#00447c,#d31245,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2226.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2226.png']",@FAUFootball,"{'id': 3715, 'name': 'FAU Stadium', 'city': 'Boca Raton', 'state': 'FL', 'zip': '33499', 'countryCode': 'US', 'timezone': 'America/New_York', 'latitude': 26.3763763, 'longitude': -80.1015759, 'elevation': '3.613628864', 'capacity': 29419, 'constructionYear': 2011, 'grass': False, 'dome': False}",26.3763763,-80.1015759
2229,Florida International,Panthers,FIU,"['Florida Intl', 'FIU', 'FIU']",Conference USA,East,fbs,#001538,#c5960c,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2229.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2229.png']",@FIUFootball,"{'id': 2031, 'name': 'Pitbull Stadium', 'city': 'Miami', 'state': 'FL', 'zip': None, 'countryCode': 'US', 'timezone': None, 'latitude': None, 'longitude': None, 'elevation': None, 'capacity': None, 'constructionYear': None, 'grass': None, 'dome': False}",,
278,Fresno State,Bulldogs,FRES,"['FRES', 'Fresno St']",Mountain West,West,fbs,#db0032,#002e6d,"['http://a.espncdn.com/i/teamlogos/ncaa/500/278.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/278.png']",@FresnoStateFB,"{'id': 3660, 'name': ""Valley Children's Stadium"", 'city': 'Fresno', 'state': 'CA', 'zip': '93740', 'countryCode': 'US', 'timezone': 'America/Los_Angeles', 'latitude': 36.8143527, 'longitude': -119.7580092, 'elevation': '102.564064', 'capacity': 41031, 'constructionYear': 1980, 'grass': False, 'dome': False}",36.8143527,-119.7580092
2247,Georgia State,Panthers,GAST,"['GAST', 'Georgia St']",Sun Belt,West,fbs,#1e539a,#ebebeb,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2247.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2247.png']",@GeorgiaStateFB,"{'id': 4246, 'name': 'Center Parc Stadium', 'city': 'Atlanta', 'state': 'GA', 'zip': '30315', 'countryCode': 'US', 'timezone': 'America/New_York', 'latitude': 33.735267, 'longitude': -84.389949, 'elevation': '287', 'capacity': 25000, 'constructionYear': 2017, 'grass': False, 'dome': False}",33.735267,-84.389949
62,Hawai'i,Rainbow Warriors,HAW,"['HAW', 'Hawai’i']",Mountain West,West,fbs,#003420,#ffffff,"['http://a.espncdn.com/i/teamlogos/ncaa/500/62.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/62.png']",@HawaiiFootball,"{'id': 7220, 'name': 'Clarence T.C. Ching Athletics Complex', 'city': 'Honolulu', 'state': 'HI', 'zip': '96822', 'countryCode': None, 'timezone': None, 'latitude': 21.294294, 'longitude': -157.819338, 'elevation': '20', 'capacity': 9000, 'constructionYear': None, 'grass': True, 'dome': False}",21.294294,-157.819338
2348,Louisiana Tech,Bulldogs,LT,"['LT', 'Louisiana Tech']",Conference USA,West,fbs,#002d65,#d3313a,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2348.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2348.png']",@LATechFB,"{'id': 3776, 'name': 'Joe Aillet Stadium', 'city': 'Ruston', 'state': 'LA', 'zip': '71272', 'countryCode': 'US', 'timezone': 'America/Chicago', 'latitude': 32.5321487, 'longitude': -92.6560019, 'elevation': '72.87982941', 'capacity': 28019, 'constructionYear': 1968, 'grass': False, 'dome': False}",32.5321487,-92.6560019
2393,Middle Tennessee,Blue Raiders,MTSU,"['Middle Tennessee State', 'MTSU', 'MTSU']",Conference USA,East,fbs,#006db6,#ffffff,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2393.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2393.png']",@MT_FB,"{'id': 3725, 'name': 'Johnny ""Red"" Floyd Stadium', 'city': 'Murfreesboro', 'state': 'TN', 'zip': '37132', 'countryCode': 'US', 'timezone': 'America/Chicago', 'latitude': 35.8511463, 'longitude': -86.3681649, 'elevation': '191.7279816', 'capacity': 30788, 'constructionYear': 1933, 'grass': False, 'dome': False}",35.8511463,-86.3681649
2440,Nevada,Wolf Pack,NEV,"['NEV', 'Nevada']",Mountain West,West,fbs,#002d62,#ffffff,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2440.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2440.png']",@NevadaFootball,"{'id': 3816, 'name': 'Mackay Stadium', 'city': 'Reno', 'state': 'NV', 'zip': '89557', 'countryCode': 'US', 'timezone': 'America/Los_Angeles', 'latitude': 39.5469459, 'longitude': -119.8175435, 'elevation': '1406.57605', 'capacity': 27000, 'constructionYear': 1966, 'grass': False, 'dome': False}",39.5469459,-119.8175435
167,New Mexico,Lobos,UNM,"['UNM', 'New Mexico']",Mountain West,Mountain,fbs,#BA0C2F,#a7a8aa,"['http://a.espncdn.com/i/teamlogos/ncaa/500/167.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/167.png']",@UNMLoboFB,"{'id': 3971, 'name': 'University Stadium (NM)', 'city': 'Albuquerque', 'state': 'NM', 'zip': '87131', 'countryCode': 'US', 'timezone': 'America/Denver', 'latitude': 35.0669479, 'longitude': -106.6283225, 'elevation': '1554.471924', 'capacity': 39224, 'constructionYear': 1960, 'grass': False, 'dome': False}",35.0669479,-106.6283225
249,North Texas,Mean Green,UNT,"['UNT', 'North Texas']",Conference USA,West,fbs,#00853E,#000000,"['http://a.espncdn.com/i/teamlogos/ncaa/500/249.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/249.png']",@MeanGreenFB,"{'id': 3825, 'name': 'DATCU Stadium', 'city': 'Denton', 'state': 'TX', 'zip': '76210', 'countryCode': 'US', 'timezone': 'America/Chicago', 'latitude': 33.203899, 'longitude': -97.159245, 'elevation': '198.6871948', 'capacity': 30850, 'constructionYear': 2011, 'grass': False, 'dome': False}",33.203899,-97.159245
221,Pittsburgh,Panthers,PITT,"['Pitt', 'PITT', 'Pitt']",ACC,Coastal,fbs,#003263,#231f20,"['http://a.espncdn.com/i/teamlogos/ncaa/500/221.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/221.png']",@Pitt_FB,"{'id': 3752, 'name': 'Acrisure Stadium', 'city': 'Pittsburgh', 'state': 'PA', 'zip': '15260', 'countryCode': 'US', 'timezone': 'America/New_York', 'latitude': 40.4467648, 'longitude': -80.0157603, 'elevation': '220.5887146', 'capacity': 68400, 'constructionYear': 2001, 'grass': True, 'dome': False}",40.4467648,-80.0157603
21,San Diego State,Aztecs,SDSU,"['SDSU', 'San Diego St']",Mountain West,West,fbs,#c41230,#000000,"['http://a.espncdn.com/i/teamlogos/ncaa/500/21.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/21.png']",@AztecFB,"{'id': 7311, 'name': 'Snapdragon Stadium', 'city': 'San Diego', 'state': 'CA', 'zip': '92093', 'countryCode': 'US', 'timezone': 'America/Los_Angeles', 'latitude': 32.784444, 'longitude': -117.122833, 'elevation': '62', 'capacity': 35000, 'constructionYear': 2022, 'grass': True, 'dome': False}",32.784444,-117.122833
23,San José State,Spartans,SJSU,"['San Jose St.', 'SJSU', 'San José St']",Mountain West,West,fbs,#005893,#fdba31,"['http://a.espncdn.com/i/teamlogos/ncaa/500/23.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/23.png']",@SanJoseStateFB,"{'id': 3935, 'name': 'CEFCU Stadium', 'city': 'San Jose', 'state': 'CA', 'zip': '95112', 'countryCode': 'US', 'timezone': 'America/Los_Angeles', 'latitude': 37.3196675, 'longitude': -121.8682962, 'elevation': '28.30708694', 'capacity': 30456, 'constructionYear': 1933, 'grass': False, 'dome': False}",37.3196675,-121.8682962
183,Syracuse,Orange,SYR,"['SYR', 'Syracuse']",ACC,Atlantic,fbs,#ff6500,#000e54,"['http://a.espncdn.com/i/teamlogos/ncaa/500/183.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/183.png']",@CuseFootball,"{'id': 1964, 'name': 'JMA Wireless Dome', 'city': 'Syracuse', 'state': 'NY', 'zip': '13244', 'countryCode': 'US', 'timezone': 'America/New_York', 'latitude': 43.0362269, 'longitude': -76.1363161, 'elevation': '162.6989746', 'capacity': 49057, 'constructionYear': 1980, 'grass': False, 'dome': True}",43.0362269,-76.1363161
326,Texas State,Bobcats,TXST,"['TXST', 'Texas St']",Sun Belt,East,fbs,#4e1719,#b4975a,"['http://a.espncdn.com/i/teamlogos/ncaa/500/326.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/326.png']",@TXStateFootball,"{'id': 3644, 'name': 'Bobcat Stadium (TX)', 'city': 'San Marcos', 'state': 'TX', 'zip': '78666', 'countryCode': 'US', 'timezone': 'America/Chicago', 'latitude': 29.8910008, 'longitude': -97.9255735, 'elevation': '177.8676453', 'capacity': 30000, 'constructionYear': 1981, 'grass': False, 'dome': False}",29.8910008,-97.9255735
2439,UNLV,Rebels,UNLV,"['Nevada-Las Vegas', 'UNLV', 'UNLV']",Mountain West,West,fbs,#b10202,#ffffff,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2439.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2439.png']",@UNLVFootball,"{'id': 6501, 'name': 'Allegiant Stadium', 'city': 'Las Vegas', 'state': 'NV', 'zip': '89154', 'countryCode': 'US', 'timezone': None, 'latitude': 36.1672559, 'longitude': -115.1485163, 'elevation': None, 'capacity': 65000, 'constructionYear': None, 'grass': False, 'dome': True}",36.1672559,-115.1485163
328,Utah State,Aggies,USU,"['USU', 'Utah State']",Mountain West,Mountain,fbs,#00263a,#949ca1,"['http://a.espncdn.com/i/teamlogos/ncaa/500/328.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/328.png']",@USUFootball,"{'id': 3905, 'name': 'Maverik Stadium', 'city': 'Logan', 'state': 'UT', 'zip': '84322', 'countryCode': 'US', 'timezone': 'America/Denver', 'latitude': 41.7517394, 'longitude': -111.8116007, 'elevation': '1427.914429', 'capacity': 25513, 'constructionYear': 1968, 'grass': False, 'dome': False}",41.7517394,-111.8116007
2751,Wyoming,Cowboys,WYO,"['WYO', 'Wyoming']",Mountain West,Mountain,fbs,#492f24,#ffc425,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2751.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2751.png']",@Wyo_Football,"{'id': 3984, 'name': 'War Memorial Stadium', 'city': 'Laramie', 'state': 'WY', 'zip': '82071', 'countryCode': 'US', 'timezone': 'America/Denver', 'latitude': 41.31161, 'longitude': -105.5681384, 'elevation': '2200.153564', 'capacity': 29181, 'constructionYear': 1950, 'grass': False, 'dome': False}",41.31161,-105.5681384
2026,App State,Mountaineers,APP,"['Appalachian State', 'APP', 'App State']",Sun Belt,West,fbs,#ffcc00,#222222,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2026.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2026.png']",@AppState_FB,"{'id': 3792, 'name': 'Kidd Brewer Stadium', 'city': 'Boone', 'state': 'NC', 'zip': '28608', 'countryCode': 'US', 'timezone': 'America/New_York', 'latitude': 36.2114267, 'longitude': -81.6854278, 'elevation': '991.3414307', 'capacity': 30000, 'constructionYear': 1962, 'grass': False, 'dome': False}",36.2114267,-81.6854278
290,Georgia Southern,Eagles,GASO,"['GASO', 'GA Southern']",Sun Belt,West,fbs,#003775,#f0f0f0,"['http://a.espncdn.com/i/teamlogos/ncaa/500/290.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/290.png']",@GSAthletics_FB,"{'id': 3608, 'name': 'Allen E. Paulson Stadium', 'city': 'Statesboro', 'state': 'GA', 'zip': '30460', 'countryCode': 'US', 'timezone': 'America/New_York', 'latitude': 32.4122471, 'longitude': -81.7849296, 'elevation': '61.25376892', 'capacity': 25000, 'constructionYear': 1984, 'grass': False, 'dome': False}",32.4122471,-81.7849296
97,Louisville,Cardinals,LOU,"['LOU', 'Louisville']",ACC,Atlantic,fbs,#c9001f,#000000,"['http://a.espncdn.com/i/teamlogos/ncaa/500/97.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/97.png']",@LouisvilleFB,"{'id': 3873, 'name': 'L&N Federal Credit Union Stadium', 'city': 'Louisville', 'state': 'KY', 'zip': '40292', 'countryCode': 'US', 'timezone': 'America/Kentucky/Louisville', 'latitude': 38.2057621, 'longitude': -85.7588141, 'elevation': '138.5615997', 'capacity': 60000, 'constructionYear': 1998, 'grass': False, 'dome': False}",38.2057621,-85.7588141
295,Old Dominion,Monarchs,ODU,"['ODU', 'Old Dominion']",Conference USA,East,fbs,#00507d,#a1d2f1,"['http://a.espncdn.com/i/teamlogos/ncaa/500/295.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/295.png']",@ODUFootball,"{'id': 3918, 'name': 'S.B. Ballard Stadium', 'city': 'Norfolk', 'state': 'VA', 'zip': '23551', 'countryCode': 'US', 'timezone': 'America/New_York', 'latitude': 36.8889533, 'longitude': -76.3049175, 'elevation': '3.147987843', 'capacity': 20118, 'constructionYear': 1936, 'grass': False, 'dome': False}",36.8889533,-76.3049175
164,Rutgers,Scarlet Knights,RUTG,"['RUTG', 'Rutgers']",Big Ten,East,fbs,#d21034,#ffffff,"['http://a.espncdn.com/i/teamlogos/ncaa/500/164.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/164.png']",@Rfootball,"{'id': 6577, 'name': 'SHI Stadium', 'city': 'Piscataway', 'state': 'NJ', 'zip': '08854', 'countryCode': 'US', 'timezone': None, 'latitude': 40.5462553, 'longitude': -74.4660408, 'elevation': None, 'capacity': 52454, 'constructionYear': None, 'grass': False, 'dome': False}",40.5462553,-74.4660408
98,Western Kentucky,Hilltoppers,WKU,"['WKU', 'Western KY']",Conference USA,East,fbs,#F32026,#b3b5b8,"['http://a.espncdn.com/i/teamlogos/ncaa/500/98.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/98.png']",@WKUFootball,"{'id': 3796, 'name': 'Houchens Industries-L.T. Smith Stadium', 'city': 'Bowling Green', 'state': 'KY', 'zip': '42101', 'countryCode': 'US', 'timezone': 'America/Chicago', 'latitude': 36.9847901, 'longitude': -86.4594041, 'elevation': '154.4346619', 'capacity': 22113, 'constructionYear': 1968, 'grass': False, 'dome': False}",36.9847901,-86.4594041
